A_0,A_1,A_2,R_0,R_1,R_2,R_3,R_4,R_5,R_6,R_7,class,Fitness,Inverse Variance,g_k,Prediction,Prediction Error,Accuracy,Numerosity,Avg Action Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Experience,Match Count
#,1.0,#,0.0,#,#,#,0.0,#,1.0,#,1.0,0.030793415174121624,0.0021988643688547107,0.0,837.2098562384829,270.3709687891582,6.921491884404842e-09,1,17.045607675500257,2893,2323,0.36363636363636365,0.00018916415110840212,25,42
0.0,#,#,#,0.0,#,#,#,1.0,#,#,0.0,0.04188593560033172,0.0023218545457478396,0.0,851.2640759470976,255.76767388277662,9.136329023741942e-09,1,16.206611159161053,2989,2326,0.2727272727272727,0.00019092657473036314,50,82
#,0.0,0.0,#,#,#,#,#,#,#,1.0,1.0,0.0001235598622789248,0.0019140625,0.0,749.9619363745691,341.7723398193975,2.1444476150975413e-09,1,19.438692054239663,2982,2331,0.2727272727272727,0.08902359944895648,50,87
0.0,#,#,#,1.0,#,0.0,#,0.0,0.0,0.0,1.0,0.011541969034212628,0.0013125,0.0,750.0,270.8333333333333,6.862611684033906e-09,1,22.75,2951,2332,0.5454545454545454,0.00026801282096908225,4,9
#,0.0,0.0,0.0,#,1.0,#,#,0.0,#,#,1.0,0.06663471181126476,0.0019616377676710257,0.0,344.32,340.22400000000005,2.1936900667728113e-09,2,19.0832,2737,2332,0.45454545454545453,0.0004496300892410717,9,18
#,#,0.0,#,0.0,#,#,1.0,#,#,#,1.0,0.008126262317792048,0.0022161838244486413,0.0,772.6500582809765,235.54329030169012,1.3792605447610913e-08,1,18.67741793608898,2984,2335,0.2727272727272727,0.00022003461404262596,51,85
#,1.0,#,#,0.0,#,1.0,#,#,#,#,0.0,0.0021286688498314164,0.002201536826548393,0.0,238.84213692750404,353.4737371281132,1.8122338674810259e-09,1,23.138504439413442,2980,2343,0.2727272727272727,0.008280980356389807,36,81
#,0.0,0.0,1.0,#,#,1.0,#,1.0,#,#,0.0,0.0042063602742042835,0.002411624956900166,0.0,186.77760000000004,303.2132266666667,3.901748659922283e-09,1,30.322304,2891,2345,0.45454545454545453,0.0003572204937723994,11,27
#,1.0,#,1.0,#,0.0,#,#,1.0,#,0.0,1.0,0.028923533560340303,0.0023660714285714288,0.0,200.00000000000003,256.66666666666663,8.977442821644243e-09,1,19.8,2986,2347,0.45454545454545453,0.0002332595101181463,5,18
0.0,1.0,0.0,#,#,#,#,0.0,#,#,#,1.0,0.020805139811783634,0.001828125,0.0,630.12096,369.87904,1.4444462679826306e-09,2,21.07879409664,2991,2347,0.36363636363636365,0.0004966494126124768,15,41
0.0,#,1.0,1.0,1.0,#,#,0.0,#,#,#,1.0,0.09022509976440565,0.0033125,0.0,1000.0,0.0,1.0,1,26.323520000000002,2990,2363,0.45454545454545453,0.00031011168584773875,9,18
#,1.0,0.0,1.0,0.0,#,#,1.0,#,#,#,0.0,0.11902573618813747,0.00165625,0.0,934.464,138.71786666666668,1.9468746668379847e-07,1,22.663615999999998,2953,2375,0.45454545454545453,0.0002669951497811001,10,27
1.0,#,0.0,#,#,#,1.0,1.0,0.0,0.0,#,1.0,0.010335657782450656,0.0013125,0.0,744.0,302.93333333333334,3.9198069785676e-09,1,20.512,2835,2383,0.5454545454545454,0.00024164742785572814,7,11
#,0.0,0.0,0.0,#,#,#,1.0,#,0.0,#,0.0,0.09026426987047724,0.00165625,0.030401289210904296,616.0,354.1333333333333,1.7954196064349391e-09,1,17.2,2518,2383,0.45454545454545453,0.00021205410010740572,7,15
0.0,#,#,0.0,0.0,1.0,#,#,0.0,#,1.0,0.0,0.06091687684207869,0.0015,0.0,750.0,270.8333333333333,6.862611684033906e-09,1,21.75,2415,2384,0.5454545454545454,0.0002562320376297819,4,6
#,#,1.0,#,0.0,1.0,0.0,1.0,0.0,#,#,0.0,0.4751233135527854,0.00525,0.0,1000.0,0.0,1.0,2,18.4,2543,2384,0.5454545454545454,0.00043353282688625167,5,10
1.0,0.0,0.0,#,1.0,1.0,0.0,#,#,#,#,1.0,0.035996273715553806,0.0013125,0.0,250.0,187.5,4.315127572016461e-08,1,21.75,2778,2385,0.5454545454545454,0.0002562320376297819,4,6
1.0,0.0,#,0.0,#,1.0,#,#,#,#,0.0,1.0,0.16754460557090678,0.00165625,0.0,500.00000000000006,291.66666666666674,4.737683108228708e-09,1,18.5,2860,2385,0.45454545454545453,0.00021794449177705587,4,17
0.0,#,1.0,#,1.0,#,0.0,#,#,#,#,0.0,0.0019361773177886568,0.001828125,0.0,796.6366358414296,314.28000175025903,3.2614916091006243e-09,1,21.52355575801132,2996,2387,0.36363636363636365,0.007131039891827188,22,35
1.0,1.0,#,#,#,#,#,#,0.0,0.0,#,1.0,0.004920068872190278,0.001770298270061647,0.0,532.66496438272,430.5940510583467,6.755536933620401e-10,2,22.690613559296,2994,2389,0.36363636363636365,0.0005346264043557124,18,41
#,1.0,0.0,1.0,1.0,0.0,#,#,#,0.0,#,1.0,0.21143359587583044,inf,0.3333333333333333,0.0,0.0,1.0,1,28.0,2931,2389,0.5454545454545454,0.0003298619335004089,2,9
#,0.0,1.0,0.0,0.0,#,#,0.0,1.0,0.0,0.0,0.0,0.2115279611366814,-0.00075,-0.0,0.0,0.0,1.0,1,18.0,2391,2391,0.7272727272727273,0.00021205410010740572,1,1
#,#,1.0,#,#,0.0,#,#,1.0,0.0,1.0,1.0,0.222445607379116,0.0033125,0.0,1000.0,0.0,1.0,1,22.385984,2965,2392,0.45454545454545453,0.0002637244273410435,10,21
0.0,0.0,#,#,1.0,0.0,#,#,#,1.0,#,0.0,0.011514062342894822,0.0027494189907038523,0.0,102.4,158.72,9.92754183678168e-08,1,25.735999999999997,2944,2398,0.45454545454545453,0.00030319024002023297,8,16
0.0,#,1.0,#,1.0,#,0.0,1.0,0.0,#,0.0,1.0,0.027288646855031098,0.000625,0.0,500.0,250.0,1.0240000000000001e-08,1,19.0,2920,2398,0.6363636363636364,0.00022383488344670605,2,4
#,0.0,0.0,1.0,#,#,#,1.0,#,#,#,0.0,0.11393700572614669,inf,0.125,0.0,0.0,1.0,2,35.4955008,2891,2399,0.36363636363636365,0.0008363296088895223,11,42
#,0.0,0.0,1.0,#,#,#,1.0,#,1.0,1.0,0.0,0.04022344599496373,inf,0.125,0.0,0.0,1.0,1,39.0,2751,2399,0.5454545454545454,0.0004594505502327124,2,9
0.0,1.0,#,0.0,0.0,#,#,#,#,#,#,0.0,0.01387957274035769,0.001828125,0.0,592.0963210510336,390.10178300728666,1.1069049343435577e-09,1,18.753336642718924,2925,2402,0.36363636363636365,0.00022092899587683327,20,34
1.0,1.0,#,#,#,1.0,1.0,#,1.0,#,#,1.0,0.018920443750253424,0.00165625,0.0,819.5712000000001,254.08853333333332,9.442232023118362e-09,1,18.6159616,2968,2403,0.45454545454545453,0.00021931061026233447,11,21
#,#,0.0,#,#,#,0.0,#,0.0,#,1.0,0.0,0.010969046663145084,0.001828125,0.0,751.42703693824,331.4565261120853,2.4995805018712735e-09,2,24.19765303820288,2926,2407,0.36363636363636365,0.0005701346155252605,18,41
#,0.0,0.0,0.0,#,#,#,#,0.0,#,#,1.0,0.00728070541453494,0.0021860928935474077,0.04012681799163011,336.25220382719993,397.3506861192533,1.009555417558668e-09,1,19.744520577023998,2982,2413,0.36363636363636365,0.00023260591905627663,17,38
#,0.0,0.0,#,1.0,#,0.0,#,0.0,#,1.0,1.0,0.043064722001240424,0.0013125,0.0,500.0,333.3333333333333,2.4300000000000017e-09,1,22.5,2679,2413,0.5454545454545454,0.00025525030568484023,4,6
#,1.0,#,0.0,0.0,#,#,#,#,#,1.0,0.0,0.03208081471086237,0.0017006306562334361,0.0,649.9377225728,367.06835300352,1.5006011815733174e-09,2,23.6379660378112,2963,2415,0.36363636363636365,0.0005569475129463859,17,35
#,#,#,#,0.0,#,1.0,#,#,0.0,#,0.0,0.0034738707842672427,0.0020375733795759115,0.0,742.4666140889971,369.9711866357649,1.4426483633877289e-09,1,19.901169802042435,2974,2415,0.2727272727272727,0.0037503063528006547,40,62
0.0,#,#,#,0.0,1.0,1.0,#,1.0,#,#,0.0,0.08601037863603771,0.0017162501036226472,0.0,430.08000000000004,339.968,2.201961890212473e-09,1,23.7072,2925,2416,0.45454545454545453,0.0002792893867814605,9,18
#,0.0,#,1.0,0.0,#,1.0,#,#,#,#,0.0,0.009047032900938409,0.0018281249999999995,0.0,739.6020224,279.45377792,5.867459141358016e-09,1,21.339702784,2878,2416,0.36363636363636365,0.00025139841502336784,14,26
#,1.0,0.0,#,#,#,#,#,1.0,#,1.0,1.0,0.007006950791501574,0.001828125,0.0,925.667906977792,150.36374263179945,1.3010211749536534e-07,1,17.71622844022784,2969,2424,0.36363636363636365,0.0001990396985235166,19,46
0.0,#,#,1.0,#,#,1.0,1.0,#,#,1.0,1.0,0.40513024642002693,0.0033125,0.0,1000.0,0.0,1.0,1,16.383680000000002,2882,2424,0.45454545454545453,0.00019301258438042787,9,14
#,1.0,1.0,1.0,#,0.0,#,#,#,#,0.0,1.0,0.0246277543754949,0.002509469696969697,0.0,160.00000000000003,237.33333333333331,1.328025167372283e-08,1,19.119999999999997,2986,2425,0.45454545454545453,0.00022524857744742204,6,17
#,#,1.0,1.0,1.0,#,#,#,#,#,1.0,1.0,0.06871032070294804,0.0031415400742370123,0.0,918.08,131.07199999999997,2.5849394142282147e-07,2,20.948664377741444,2990,2429,0.36363636363636365,0.0004935833525637809,24,40
#,#,#,#,0.0,#,1.0,#,1.0,#,1.0,1.0,0.0903925678808989,0.0023112736421563684,0.0,918.08,131.07199999999997,2.5849394142282147e-07,1,20.5389415776256,2929,2430,0.36363636363636365,0.00024196482074455427,17,35
#,0.0,1.0,#,0.0,#,#,#,1.0,1.0,1.0,1.0,0.35285300394879426,0.0013125,0.042789343138909704,1000.0,0.0,1.0,1,12.666666666666666,2430,2430,0.5454545454545454,0.00014922325563113736,3,8
#,0.0,#,0.0,0.0,#,#,#,1.0,#,1.0,0.0,0.021955447419141502,0.0020248118989172437,0.0660117113405846,864.0455680000001,215.50202879999995,2.1515090862530087e-08,2,22.625270784,2722,2431,0.45454545454545453,0.0005330868261986109,13,20
0.0,#,#,#,1.0,#,#,#,0.0,#,#,0.0,0.004010450872737133,0.0018442048322301367,0.0,575.7591201899048,420.34972690147663,7.619845260542984e-10,1,21.995408640676356,2964,2432,0.2727272727272727,0.004178240252929027,28,68
#,#,0.0,0.0,0.0,#,#,#,0.0,0.0,#,0.0,0.04899758525457271,0.002928637611045097,0.0,934.464,138.71786666666668,1.9468746668379847e-07,1,24.39488,2653,2436,0.45454545454545453,0.00031800575314773705,10,15
#,0.0,0.0,#,#,#,0.0,1.0,#,#,1.0,0.0,0.02934622894904735,0.0011041666666666667,0.020267526140602864,1000.0,0.0,1.0,1,26.0,2436,2436,0.45454545454545453,0.00030630036682180824,1,17
0.0,0.0,0.0,#,#,#,1.0,#,#,#,0.0,1.0,0.05299616478670844,0.00165625,0.0,795.2,295.25333333333333,4.456828812381225e-09,1,19.857599999999998,2762,2437,0.45454545454545453,0.00023393808323848996,8,19
0.0,1.0,0.0,1.0,#,1.0,#,1.0,0.0,1.0,#,0.0,0.058340833651331234,inf,0.14285714285714285,0.0,0.0,1.0,1,24.0,2640,2440,0.7272727272727273,0.00028273880014320765,1,3
0.0,0.0,1.0,#,0.0,#,#,0.0,1.0,#,#,1.0,0.011340535358512576,0.005126953125,0.0,128.0,0.0,1.0,1,27.666666666666668,2442,2442,0.5454545454545454,0.00032593500572064213,0,7
0.0,#,#,#,0.0,0.0,#,#,1.0,#,#,1.0,0.06201597424997223,0.0017510775862068966,0.0,544.0,332.8,2.4495336614827863e-09,1,19.504,2960,2442,0.36363636363636365,0.00022977239824971342,7,34
1.0,1.0,1.0,#,#,#,1.0,#,#,#,0.0,0.0,0.4640982390439317,inf,0.3333333333333333,1000.0,0.0,1.0,2,19.004479999999997,2838,2447,0.45454545454545453,0.00044777532271213216,9,16
0.0,1.0,0.0,#,#,#,1.0,0.0,#,#,0.0,0.0,0.13377698924670384,0.0013125,0.0,750.0,229.16666666666669,1.582132169312826e-08,1,22.25,2817,2452,0.5454545454545454,0.0002621224292994321,4,7
#,#,1.0,1.0,0.0,1.0,0.0,#,#,#,0.0,0.0,0.028937670089100493,0.0029694570135746605,0.0,872.0,215.46666666666664,2.153275181431697e-08,1,23.688,2877,2458,0.5454545454545454,0.0002790631957413459,7,10
#,#,1.0,1.0,0.0,#,#,#,#,#,0.0,0.0,0.0025668924283144393,0.002413015341723989,0.0,742.3898147726295,351.851318691059,1.8544028444643862e-09,1,19.816377437124558,2989,2458,0.36363636363636365,0.00588127072421897,22,32
#,#,0.0,#,0.0,#,#,1.0,#,1.0,1.0,1.0,0.013463572293006099,0.0031760880566737036,0.0,978.52516352,60.129542143999956,1.2722150104562179e-05,1,22.89910322386043,2969,2464,0.45454545454545453,0.00026976937374457316,20,25
#,1.0,0.0,0.0,0.0,#,#,1.0,#,1.0,#,1.0,0.04983259112625226,0.002625,0.0,1000.0,0.0,1.0,1,28.666666666666668,2464,2464,0.5454545454545454,0.0003377157890599425,3,7
1.0,1.0,#,#,#,#,#,0.0,0.0,0.0,#,1.0,0.015298372471917437,0.0016164718604578532,0.0,524.608,412.04053333333337,8.419771330434333e-10,1,25.754944000000002,2797,2465,0.45454545454545453,0.0003034134151798127,10,17
#,#,1.0,0.0,0.0,#,#,0.0,0.0,0.0,0.0,1.0,0.2348407651757744,0.0025,0.08154203540452626,0.0,0.0,1.0,1,12.0,2941,2466,0.6363636363636364,0.00014136940007160382,3,5
#,1.0,0.0,0.0,#,1.0,#,#,#,#,#,1.0,0.037200454966593244,0.003119756505250994,0.0,914.0167680000001,171.96646399999995,6.649380621024293e-08,1,21.665746915328,2945,2470,0.36363636363636365,0.000257200225335665,17,33
#,0.0,0.0,0.0,0.0,#,#,#,0.0,0.0,0.0,0.0,0.06883514217891448,0.00075,0.0,666.6666666666666,277.77777777777777,6.0466176e-09,1,21.666666666666668,2483,2483,0.6363636363636364,0.0003004099751521581,3,5
#,#,#,0.0,#,0.0,#,#,0.0,0.0,#,1.0,0.020760120381414476,0.0025680021724824305,0.0,211.88608,310.1873493333333,3.4824075204860793e-09,1,19.34720512,2982,2483,0.36363636363636365,0.00022792523173972184,12,35
0.0,#,0.0,#,#,1.0,#,#,#,#,#,0.0,0.02447910127680271,0.0032863701726013337,0.0,82.42449860263936,174.72892030331562,6.140108330542911e-08,1,20.479669960939933,2985,2488,0.2727272727272727,0.00024126655467021036,21,61
#,1.0,#,#,1.0,1.0,1.0,#,#,#,1.0,0.0,0.01452792681376254,0.0026772436311910007,0.0,245.76,324.94933333333336,2.7600804979281425e-09,1,21.076159999999998,2902,2490,0.45454545454545453,0.0002482936745844278,9,18
1.0,#,0.0,#,#,#,#,#,#,0.0,#,0.0,0.7029458520467158,0.0038252610036157235,0.0,999.62564693212,2.570953873587918,1.0,18,29.009565754805767,2953,2496,0.2727272727272727,0.006151597360641951,38,66
#,#,0.0,#,1.0,0.0,0.0,1.0,0.0,#,#,1.0,0.0635229484791104,0.0013124999999999999,0.0,333.3333333333333,222.22222222222226,1.845281249999999e-08,1,26.0,2679,2497,0.5454545454545454,0.00030630036682180824,3,5
#,#,#,0.0,#,#,#,0.0,0.0,#,1.0,0.0,0.00334830400636996,0.002101685349805224,0.0,760.3247435022337,343.2244001356732,2.099467841187318e-09,1,21.873540144300033,2987,2517,0.36363636363636365,0.00497678374125434,20,29
#,0.0,#,0.0,#,#,1.0,#,#,#,#,0.0,0.07830529831980192,0.0023344259984360107,0.0,860.1429205446142,195.01563246294546,3.5452990220460524e-08,1,15.936016014873715,2987,2518,0.2727272727272727,0.00019344069826600802,36,61
1.0,#,#,#,0.0,1.0,1.0,#,1.0,0.0,#,1.0,0.23078394671546665,0.0013125,0.0,1000.0,0.0,1.0,1,19.5,2765,2519,0.5454545454545454,0.0002297252751163562,2,5
#,#,#,0.0,#,#,1.0,#,#,1.0,1.0,1.0,0.007714145108486039,0.002298493122712723,0.0,909.283906977792,160.5389116243968,9.377745195633597e-08,1,17.057422134345728,2880,2524,0.36363636363636365,0.00020094979449171262,19,34
0.0,#,#,#,0.0,#,#,0.0,#,#,#,0.0,0.004055921893676681,0.0019547809117969224,0.0,541.6603329316223,431.2173850875392,6.706851517273951e-10,1,15.47893551829741,2989,2530,0.2727272727272727,0.0029074086789911808,34,56
#,#,1.0,#,0.0,#,#,#,1.0,0.0,#,0.0,0.02453138778760251,0.0018281250000000005,0.0,680.535330816,373.1948568575999,1.3814073115477392e-09,1,21.536260620287997,2989,2530,0.36363636363636365,0.00025371402030631836,16,25
#,0.0,#,0.0,0.0,#,1.0,#,#,1.0,#,0.0,0.2170423928437092,0.0033125,0.0,1000.0,0.0,1.0,1,20.256,2987,2537,0.45454545454545453,0.00023863154732086726,9,14
0.0,1.0,#,#,#,1.0,0.0,#,#,1.0,#,0.0,0.04021272427466149,0.0016562500000000002,0.0,895.1424000000001,214.08426666666662,2.2237002352636422e-08,1,17.8546304,2959,2540,0.45454545454545453,0.000210341532345685,11,16
1.0,0.0,0.0,#,#,#,#,0.0,0.0,#,#,1.0,0.08508642426806191,inf,0.14285714285714285,0.0,0.0,1.0,1,23.28,2982,2542,0.45454545454545453,0.0002742566361389114,6,14
#,#,1.0,#,#,1.0,0.0,1.0,0.0,#,#,0.0,0.22081089592891487,0.0023660714285714288,0.0,800.0,160.0,9.5367431640625e-08,1,14.544,2954,2543,0.45454545454545453,0.00017133971288678382,7,14
1.0,#,#,0.0,1.0,#,1.0,#,#,1.0,#,1.0,0.11671439920014803,0.0022083333333333334,0.0,1000.0,0.0,1.0,1,16.5,2663,2545,0.45454545454545453,0.00019438292509845525,2,10
#,0.0,#,1.0,1.0,#,#,0.0,1.0,#,0.0,0.0,0.03053384440426025,0.002625,0.05916283023926299,0.0,0.0,1.0,1,32.0,2752,2549,0.5454545454545454,0.0003769850668576102,1,6
1.0,0.0,1.0,#,0.0,#,0.0,1.0,#,#,0.0,1.0,0.030664986375427417,0.000625,0.0,1000.0,0.0,1.0,1,21.666666666666668,2553,2553,0.6363636363636364,0.00025525030568484023,0,1
#,1.0,1.0,#,1.0,#,#,#,#,#,1.0,1.0,0.1993031738884857,0.00365625,0.0,1000.0,0.0,1.0,1,19.682353975296003,2990,2560,0.36363636363636365,0.00023187354779037855,16,34
0.0,#,#,0.0,#,0.0,#,1.0,1.0,1.0,#,1.0,0.06119962799114029,0.0013125,0.03201729482631891,500.0,250.0,1.0240000000000001e-08,1,19.0,2960,2565,0.5454545454545454,0.00022383488344670605,2,11
#,1.0,0.0,#,1.0,0.0,0.0,#,#,#,1.0,0.0,0.01725710298520921,0.00175,0.0,750.0,270.8333333333333,6.862611684033906e-09,1,21.25,2886,2565,0.5454545454545454,0.00025034164596013175,4,6
1.0,#,1.0,#,#,1.0,1.0,0.0,#,#,0.0,0.0,0.05905137682817023,0.0016656091370558376,0.0,712.0,324.26666666666665,2.7892565651002558e-09,3,18.695999999999998,2878,2566,0.5454545454545454,0.0006607605759346762,7,8
1.0,1.0,1.0,#,#,#,#,#,1.0,#,#,0.0,0.005509130131289345,0.001828125,0.04042463501625623,597.16552704,420.18595908266667,7.634706044428245e-10,1,22.511748567039998,2934,2566,0.36363636363636365,0.00026520603245710263,15,28
0.0,#,#,#,0.0,0.0,#,#,1.0,#,0.0,1.0,0.08120913768162719,0.0033125,0.0,0.0,0.0,1.0,1,25.0,2960,2567,0.45454545454545453,0.00029451958348250795,3,14
0.0,#,#,#,0.0,#,#,#,1.0,#,#,1.0,0.014229248685768404,0.001770085115721225,0.0,662.6784870399999,370.60998485333334,1.4302581171436486e-09,3,22.53103214592,2960,2567,0.2727272727272727,0.0007962996243656828,15,50
1.0,#,0.0,#,1.0,#,#,#,#,0.0,0.0,1.0,0.005008006239208234,0.0015122808619430234,0.0,595.2,378.4533333333333,1.2880666214305135e-09,1,20.489600000000003,2879,2568,0.45454545454545453,0.00024138353830892783,8,16
1.0,0.0,#,#,#,#,#,0.0,#,#,1.0,1.0,0.03584845705951807,0.0020274276950718734,0.0,401.696768,391.0012928,1.09423104771574e-09,1,17.599618048,2982,2569,0.36363636363636365,0.00020733728707792758,13,29
#,0.0,0.0,1.0,#,#,0.0,#,#,#,#,1.0,0.030334563706148968,0.0033340574741725034,0.0,951.68161792,121.33282611199998,3.8028433240653167e-07,2,20.430426263552,2957,2569,0.36363636363636365,0.0004544562716098886,16,23
0.0,#,#,0.0,1.0,#,#,0.0,#,#,0.0,1.0,0.045329546993340616,0.00165625,0.0,0.0,0.0,1.0,1,18.0,2893,2571,0.45454545454545453,0.00021205410010740572,1,10
#,1.0,#,0.0,1.0,#,1.0,0.0,1.0,1.0,#,0.0,0.11675811623047709,0.0004166666666666667,0.0,1000.0,0.0,1.0,1,16.0,2571,2571,0.6363636363636364,0.0001884925334288051,1,3
1.0,1.0,0.0,1.0,#,#,#,1.0,#,1.0,#,1.0,0.4616295245011796,inf,0.16666666666666666,1000.0,0.0,1.0,2,18.407999999999998,2969,2572,0.5454545454545454,0.00043372131941968046,7,9
#,1.0,1.0,1.0,1.0,#,#,#,#,#,1.0,1.0,0.1356799659605455,0.0033125,0.0,1000.0,0.0,1.0,1,24.008,2990,2575,0.45454545454545453,0.00028283304640992204,7,16
#,0.0,0.0,1.0,#,0.0,#,1.0,#,#,1.0,0.0,0.026951042301282282,inf,0.125,0.0,0.0,1.0,1,22.2189307904,2576,2576,0.5454545454545454,0.0002617564096726112,0,5
1.0,#,#,#,#,0.0,#,1.0,0.0,#,0.0,0.0,0.3229616572959875,0.0022083333333333334,0.0,1000.0,0.0,1.0,1,13.008,2632,2582,0.45454545454545453,0.00015324442967761852,7,13
#,0.0,1.0,#,1.0,0.0,#,1.0,#,0.0,#,1.0,0.07389668803983784,0.002625,0.0,1000.0,0.0,1.0,1,24.0,2582,2582,0.5454545454545454,0.00028273880014320765,1,5
1.0,0.0,0.0,0.0,#,#,#,#,#,#,0.0,1.0,0.006525077789162129,0.00165625,0.0,384.0,375.46666666666664,1.340118074318883e-09,1,24.368000000000002,2879,2583,0.45454545454545453,0.00028707412841207016,7,13
#,0.0,0.0,#,#,0.0,#,0.0,#,#,#,1.0,0.019825230770610477,0.002397855456453302,0.0,262.4,277.76,6.048552889191671e-09,1,20.2528,2982,2583,0.36363636363636365,0.00023859384881418148,8,31
0.0,#,#,#,0.0,#,0.0,1.0,#,#,#,1.0,0.01871067652472065,0.0021926745019275073,0.0,333.74208,394.5813333333333,1.0454838295107935e-09,2,20.60740864,2984,2586,0.36363636363636365,0.0004855428327445308,12,29
#,#,1.0,#,0.0,0.0,0.0,1.0,#,#,#,1.0,0.13648864473455707,0.0018735859728506788,0.0,384.0,326.4,2.699288159101951e-09,1,24.336,2960,2586,0.45454545454545453,0.00028669714334521253,7,19
1.0,0.0,0.0,#,#,0.0,#,0.0,#,#,0.0,1.0,0.03508260273309739,inf,0.14285714285714285,0.0,0.0,1.0,1,25.5,2879,2587,0.5454545454545454,0.0003004099751521581,2,5
0.0,#,0.0,1.0,#,1.0,#,#,#,#,0.0,0.0,0.19712037458912388,inf,0.3333333333333333,0.0,0.0,1.0,1,29.0,2985,2588,0.45454545454545453,0.00034164271683970925,5,17
1.0,0.0,1.0,#,0.0,0.0,#,#,#,1.0,0.0,1.0,0.026539811254848875,0.000625,0.01891700217679607,930.28018176,244.80055295999995,1.1374649618880823e-08,1,21.732839915519996,2589,2589,0.6363636363636364,0.0002560298783924389,0,1
1.0,#,#,0.0,#,#,#,#,1.0,#,0.0,1.0,0.07249324339531513,0.001828125,0.0,520.0,365.3333333333333,1.536574079731086e-09,1,18.72,2883,2589,0.36363636363636365,0.00022053626411170193,6,16
0.0,#,#,#,#,0.0,0.0,0.0,#,#,#,0.0,0.03264843028043096,0.0023164283355558953,0.0,710.8001046528,344.92779069439996,2.048137298012022e-09,1,19.628961544069448,2989,2603,0.36363636363636365,0.00023124454312614,21,28
0.0,#,#,#,0.0,1.0,#,0.0,1.0,#,#,1.0,0.0697276610819558,0.00165625,0.0,872.0,153.6,1.169617672033087e-07,2,27.32,2732,2604,0.45454545454545453,0.0006437020016593694,7,13
#,0.0,1.0,#,0.0,#,0.0,0.0,0.0,0.0,#,1.0,0.06655816265363504,inf,0.3333333333333333,0.0,0.0,1.0,1,13.0,2941,2605,0.6363636363636364,0.00015315018341090412,1,3
1.0,#,1.0,#,#,#,#,#,0.0,0.0,#,1.0,0.026937652096396193,0.0020095574966758844,0.0,409.7152,377.57952,1.3030403066068609e-09,1,15.7708288,2994,2605,0.36363636363636365,0.00018579271717399762,11,23
#,0.0,0.0,#,#,#,1.0,1.0,1.0,1.0,#,0.0,0.02538815665989262,0.0015749999999999998,0.0,333.33333333333337,277.77777777777777,6.0466176e-09,1,37.666666666666664,2891,2606,0.5454545454545454,0.0004437428391136453,3,8
1.0,0.0,#,#,#,#,#,1.0,#,1.0,#,0.0,0.0888819585596863,0.001828125,0.0,500.0,291.6666666666667,4.737683108228713e-09,1,11.5,2696,2606,0.36363636363636365,0.00013547900840195365,4,22
#,0.0,0.0,0.0,0.0,#,#,1.0,0.0,1.0,#,1.0,0.19019150299978183,0.000625,0.0,1000.0,0.0,1.0,1,26.5,2706,2616,0.6363636363636364,0.00031219075849145845,2,2
#,#,#,#,0.0,#,#,#,0.0,1.0,1.0,1.0,0.0034230752655122617,0.0018281249999999997,0.0,762.1545610510335,353.5456746043256,1.8103909020879987e-09,2,16.740916305035263,2882,2616,0.36363636363636365,0.014903124949223986,20,29
0.0,#,1.0,#,0.0,#,0.0,1.0,0.0,#,#,0.0,0.3841194010651509,inf,0.5,1000.0,0.0,1.0,1,13.0,2822,2624,0.5454545454545454,0.00015315018341090412,4,7
#,#,#,#,0.0,#,1.0,#,0.0,1.0,1.0,1.0,0.05641377707541202,0.0017638445154419596,0.0,744.0,317.8666666666667,3.0815914580817986e-09,1,17.64,2882,2627,0.45454545454545453,0.0002078130181052576,7,11
#,0.0,1.0,#,0.0,#,#,#,#,#,0.0,0.0,0.04222836990112647,0.002631230311222336,0.0,805.2204544,283.42878208,5.467392429519136e-09,1,15.402382847999998,2974,2635,0.36363636363636365,0.00018145213524124336,14,19
0.0,#,#,1.0,1.0,#,#,0.0,#,#,#,0.0,0.00872244238534779,0.002180862186187283,0.0,338.25791999999996,392.08482133333337,1.0791948158938122e-09,1,27.30857728,2952,2636,0.36363636363636365,0.0003217164322402192,12,28
#,#,1.0,#,1.0,#,#,#,#,#,1.0,1.0,0.030749848443230136,0.0030680812570656616,0.0,876.13696,206.56947199999996,2.6586997993739074e-08,1,18.902758386686134,2990,2637,0.2727272727272727,0.00022268930106869136,28,51
#,1.0,#,1.0,1.0,#,#,#,#,0.0,1.0,1.0,0.008591135001154332,0.00165625,0.0,840.0,237.33333333333331,1.328025167372283e-08,1,25.96,2797,2637,0.45454545454545453,0.0003058291354882363,6,15
#,#,0.0,#,#,1.0,#,1.0,0.0,1.0,0.0,0.0,0.059742741012585886,0.00525,0.0,0.0,0.0,1.0,1,16.0,2696,2640,0.5454545454545454,0.0001884925334288051,1,3
#,1.0,0.0,#,#,#,1.0,0.0,#,#,#,0.0,0.01010588606601743,0.001828125,0.0,675.392,374.2378666666667,1.3622642390638384e-09,1,20.06336,2902,2642,0.36363636363636365,0.0002363620972183844,10,20
0.0,1.0,0.0,#,#,#,1.0,0.0,0.0,#,0.0,0.0,0.08338878595727875,0.000625,0.0,0.0,0.0,1.0,1,31.0,2817,2642,0.6363636363636364,0.00036520428351830984,1,3
